,title,y,upload_date,view_count
692,Google Data Analytics Professional Certificate | It's Finally Here!,,20210312,114630
693,Coding Interview for Data Scientists | Python Questions | Data Science Interview,,20210311,4093
694,Data Scientist vs Data Analyst (funny!),,20210311,67913
695,Facebook's Most Common Data Science SQL Interview Question [2021 Interview Question and Answer],,20210310,2436
696,"Data Science For Beginners | Career In Data Science - Imaad Khan, Data Scientist | upGrad Grassroots",,20210310,112384
697,The Indian Data Science Fad - Please save yourself from this mistake,,20210309,11156
698,Python for Data Science Full Course | Data Science Tutorials for Beginners in 2021 | Great Learning,,20210306,38277
699,Complete Roadmap to Become a Data Scientist | Etisha | GeeksforGeeks,,20210306,7327
700,Data Science With Artificial Intelligence By Mr. Ranadeep | Session - 02 |  | Ashok IT,,20210305,243
701,Live AWS For Data Science - Deploying Machine Learning Application In EC2 Instance,,20210304,11332
702,Data science projects in 2021 | Data Science projects in Python | Great Learning,,20210302,7524
703,DS-Part1-Data Science Overview,,20210302,226
704,The BIGGEST changes in data science in 2021,,20210301,2412
705,The Data Science Job Market in 2021,,20210301,2064
706,Career Opportunities in Data Science,,20210226,449
707,علم البيانات - data science,,20210226,55872
708,Data Analytics for Beginners | Google Data Analytics Certificate,,20210225,179652
709,Data Science with Python | Python For Data Science Course | Intellipaat,,20210221,23899
710,Data Science – будущее уже здесь // Как искусственный интеллект и нейросети меняют жизнь? 12+,,20210219,148467
711,"Full stack Data Science course features ,facilities with placement guarantee",,20210219,15753
712,"Data Analysis with Python Course - Numpy, Pandas, Data Visualization",,20210218,216910
713,Data Science Masters in USA | Guidance and Tips,,20210214,11025
714,What is Data Science and Data Analytics | Data Science Jobs | Data Analytics Jobs,,20210214,42721
715,Data Science full Course for Beginners in 2021 | Python for Data Science | Great Learning,,20210213,7301
716,Feb12- Live Virtual Mock Interview To Real Interview For Data Scientist- Hired By iNeuron-Commerce,,20210212,75436
717,Why I Quit Data Science,,20210212,77946
718,The Art of Learning Data Science (How to learn data science in 2021),,20210211,19058
719,Data Analytics In Excel Full Course | Data Analytics Course For Beginners | Simplilearn,,20210208,66425
720,Feb 3- Live Virtual Mock Interview Of Freshers For Data Science Role,,20210203,20218
721,What decision you should make before entering Data Science!,,20210203,559
722,Data Scientist Salary | Data Scientist Salary In India and USA | Data Science Training | Edureka,,20210203,6306
723,Combien gagne un Data Scientist ? Les salaires de Data Scientist.,,20210131,37687
724,How to Become a Data Scientist in the UK (in 2021),,20210129,5758
725,Business Intelligence vs Data Science in Real Life,,20210128,1164
726,What Is the Best Degree for Data Science? (in 2021),,20210126,1507
727,The Munich Data Science Institute of TUM,,20210126,2293
728,Top 5 Skills To Become A Data Scientist In 2021 | Data Scientist Career | Edureka,,20210125,8544
729,Bachelor of Science (Majoring in Data Science) | JCU Singapore,,20210124,5814
730,How to Become a Data Scientist in the United States,,20210119,9876
731,Top 10 Data Science Projects In 2021 | Best Data Science Project Ideas In 2021 | Edureka,,20210118,12004
732,Data Science With Python Training | Python Data Science Course | Intellipaat,,20210117,14993
733,Cracking A/B Testing Problems in Data Science Interviews | Product Sense | Case Interview,,20210113,17206
734,How to learn math for data science (the minimize effort maximize outcome way),,20210111,40256
735,Платные курсы по data science: Стоит ли покупать?,,20210110,11511
736,Do this to get a data science job abroad,,20210110,32160
737,What is Data Science | Understanding Data Science in 5 minutes | Data Science for beginners | ExcelR,,20210108,3257
738,"Going to USA for data science Or computer science masters, good idea?",,20210108,17127
739,Should You Learn JavaScript in 2021?  (for Data Science),,20210108,1988
740,M1 Macbook Air vs Pro (8 vs 16 GB) for Data Science,,20210107,21236
741,Data Analytics with Python | Python for Data Analysis  | Data Science with Python,,20210107,11180
742,Build 12 Data Science Apps with Python and Streamlit - Full Course,,20210107,162994
743,Statistics (পরিসংখ্যান) For Data Science with R Programming Full Course | R Bangla Tutorial Course,,20210105,2359
744,How to Create Your Own Data Science Curriculum with Coursera in 2021,,20210104,22443
745,Why PyCharm for Data Science - DataMites Training Institute,,20210104,4616
746,MS in Data Science/Analytics - Canada 2021 | Study Data Science | Het Shah,,20210102,14047
747,Data Scientist vs Machine Learning Engineer | DS vs ML,,20210102,16390
748,Is Data Science A Hype Or Overrated? Sharing A Conversation With An Old Friend,,20210102,25325
749,Practical Data Science: A Guide For New-Age Business Owners,,20210102,769
750,M1 vs Intel Mac for Data Science,,20210101,32246
751,Python For Data Science,,20210101,297
752,Target Learning Data Science Within 4-5 Months From My Channel- Follow These Playlists In Order,,20210101,27077
753,Data Science Full Course | Learn Data Science In 7 Hours | Data Science For Beginners | Simplilearn,,20201231,6084
754,Top 10 Data Science Certifications in 2021 | Best Data Science Certifications | Edureka,,20201231,8579
755,Why Data Science So Popular? How To Learn Data Science Smartly? (Bengali),,20201231,3553
756,6 Certifications In Data Science But No Jobs- Sharing A True Story-Focus More On Data Science Jobs,,20201231,176554
757,Faking Data Science Experience- Is It Good Or Bad? Important For EveryOne,,20201229,19254
758,Statistics for Data Science Full Course | Probability and Statistics for Engineers | Great Learning,,20201226,17063
759,How to learn data science in 2021 (the minimize effort maximize outcome way),,20201226,175218
760,Data Science Course - Quick Starter,,20210107,43
761,22. Histogram in Statistics | R Programming for Data Science (Bangla) | Data Science Full Course,,20210103,214
762,Opportunities in Data Science,,20201224,174
763,Webinar on Getting started with Data Science by IMT CDL Alumnus Partha Majumdar #IMTCDL #DataScience,,20201210,246
764,AI or Data Science : Which to Choose |Which Career is better Artificial Intelligence or Data Science,,20201207,4214
765,How To Become A Data Scientist In 2021 | Data Scientist Roadmap 2021 | Data Science | Simplilearn,,20201203,6576
766,Data Science in Marketing,,20201130,1999
767,"Data Science, Statistics and it's importance (දත්ත විද්‍යාව සහ සංඛ්‍යානය) | Devini Seneratna",,20201129,5069
768,5 THINGS I WISH I KNEW Before Starting Data Science,,20201126,17032
769,"Learn data analyst skills in 3 months, step by step | Become expert in data analyst",,20201125,194914
770,Closing Ceremony of Data Science Summit 2020,,20201124,196
771,How NOT to learn Python for Data Science,,20201124,34680
772,Live Virtual Mock Interview For Data Science By Krish And Sudhanshu,,20201124,30211
773,7 Things to Look For in a Masters For Data Science (feat. @Tina Huang),,20201120,11238
774,DataScience -  Courses & Job Opportunities (PART 1 ) - Malayalam,,20201120,10698
775,Program Launch - PG Certificate in Software Engineering for Data Science | IIIT Hyderabad,,20201118,7781
776,IIT Kanpur Free Data Science Courses with Certificates | Free Online Data Science Courses,,20201118,10919
777,Estrategias para empezar en Data Science | Yesi Díaz |  Platzi CONF,,20201115,26831
778,How My PhD Helped Me Switch To Data Science,,20201114,292
779,Data Science Algorithms With Examples | Data Science Tutorial For Beginners | Simplilearn,,20201114,5649
780,Learning Path for Data Science | MySirG.com,,20201113,30380
781,Women in Data Science Episode 16,,20201105,113
782,Don't become a Data Scientist | Prerequisite for Data Science: It’s Not What You Think It Is💯🔥🔥,,20201104,257
783,Data Science Jobs Recession Is Coming Soon | Will Data Science Be Automated in Next 5 Years?,,20201030,12996
784,How I Chose My Masters Degree for Breaking into Data Science,,20201030,12731
785,Updated Best YouTube Channels To Learn Data Science For Free,,20201028,14839
786,Why I quit my data science master... is it worth it?,,20201028,26933
787,How to get a job after learning data science skills,,20201025,14053
788,Success Story of Ravi Ranjan Kumar: Fresher to a Data Scientist at 3K Technologies,,20201025,256392
789,Phân tích điểm thi đại học 2020 bằng Data Science | Lập Trình Python Cơ Bản Tự Học Cho Người Mới,,20201024,213453
790,Day in the Life of a DATA SCIENTIST *wfh edition*,,20201024,50987
791,The data science resume that got me my FAANG job (entry level data scientist),,20201023,114939
792,Learn Data Science Online!,,20201021,387191
793,Learn Data Science Online with DataCamp!,,20201021,462588
794,Top 15 Universities in Canada for Data Science and Analytics Masters Programs,,20201019,6359
795,Cross Validation : Data Science Concepts,,20201019,4440
796,Step by step roadmap to learn data science in 6 months |  data science roadmap,,20201017,229372
797,Data Science 101 | Data Science Explained | Data Science For Beginners | Data Science | Simplilearn,,20201017,2064
798,IPL 2020: Data Science of Winning | Dhruv Rathee,,20201016,1375389
799,Introduction to Data Science Ready,,20201015,3037
800,Sad Reality of Data Science/AI Jobs,,20201015,16994
801,Cracking Metric/Business Case/Product Sense Problems | Data Science Interview,,20201008,17044
802,Data Science and Sports Analytics with Ken Jee | 365 Data Use Cases,,20201008,3649
803,Day 1| Data Science| Demo| 360DigiTMG,,20200924,122954
804,Complete Roadmap to Become a Data Scientist,,20200923,317328
805,How to Learn Data Analytics (if I was starting over),,20200922,29395
806,How Palantir And Its Data-Mining Empire Became So Controversial,,20200920,811960
807,DATA SCIENTIST Interview Questions And Answers! (How to PASS a Data Science job interview!),,20200920,11907
808,Top 5 Data Science Projects/Ideas For Your Resume For Freshers From My Playlist- Must Watch🔥🔥🔥,,20200920,41780
809,A day in the life of a data scientist (FAANG data scientist remote),,20200919,35694
810,Statistics and Probability Full Course || Statistics For Data Science,,20200918,263856
811,Python Machine Learning Tutorial (Data Science),,20200917,428830
812,Курсы по Data Science / Зарплаты / Поступать ли в ВУЗ? / Практические задачи на собеседовании,,20200915,17017
813,EP 5. รู้จักสายงานด้าน Data Science - สาระเดฟใน 3 นาที,,20200914,15780
814,Tutorial 1- MySQL With Python And Data Science- MySQL Installation Steps,,20200909,17089
815,Ep.26. How To Become A Healthcare Data Scientist | Data Science As A Career,,20200908,7667
816,Discover Data Science | RMIT University,,20200908,519
817,Apa itu Data Science? | Lilian Tjong | Senior Data Scientist | Tokopedia,,20200907,6886
818,SQL FOR DATA SCIENCE COURSERA MODULE 3 CODING ASSIGNMENT,,20200907,763
819,Live Data Science Interview With Top Questions & Answers!,,20200905,2489
820,সময় নষ্ট করা বন্ধ করুন | Machine Learning Bangla | AI Data Science Bangla | Galib Notes,,20200904,2130
821,Real Data Science SQL Interview Questions and Answers # 1 | Data Science Interview Questions,,20200903,112891
822,Apa itu Data Science? | Pengertian dan Contoh Terbaru 2020,,20200903,5794
823,Live Virtual Interview For Data Science Fresher By Krish And Sudhanshu,,20200821,36322
824,"Are you a student? If yes, this is the best data science project for you!",,20200820,27297
825,Introduction to Probability | 365 Data Science Online Course,,20200819,12611
826,Entry Level Data Science Jobs | Data science Jobs for freshers | Getting started with data science,,20200818,10333
827,Acing the SQL Data Science Interview Questions,,20200818,8774
828,Wie wird man Data Scientist?,,20200816,44665
829,How to learn SQL for data science interview (the minimize effort maximize outcome way),,20200812,35439
830,Top 5 Reasons Not to Become a Data Analyst,,20200812,232704
831,"O QUE EU FARIA, SE TIVESSE QUE COMEÇAR DATA SCIENCE HOJE.",,20200810,145229
832,Стоит ли начинать учить data science || Плюсы минусы профессии,,20200809,57402
833,¿Qué necesito ESTUDIAR para ser un DATA SCIENTIST? Plan de carrera,,20200804,4623
834,Walmart Data Science Case Study Mock Interview: Underpricing Algorithm,,20200804,11707
835,Step By Step Playlist To Follow To Learn Data Science Through My Channel - Part 2,,20200804,20664
836,Step By Step Playlist To Follow To Learn Data Science Through My Channel Part 1- Must for Everyone,,20200803,96812
837,Data Science  กับโควิด Suthichai live 3/8/63,,20200802,22184
838,Python for Data Science and AI Coursera all  week answers. #coursera,,20200730,12283
839,How I got Software Engineering and Data Science Internships | Computer Science Job Search Part 1,,20200728,11097
840,Карьера в DATA SCIENCE: TOP-50 Вопросов на собеседовании // PART 1,,20200728,24156
841,Statistics for Data Science & Machine Learning,,20200727,25850
842,Live- Data Science Virtual Interview By Krish And Sudhanshu-Part 1,,20200724,47059
843,Data Analytics Full Course In 5 Hours | Data Analytics For Beginners | Data Analytics | Simplilearn,,20200829,145036
844,5 Best Data Science Certifications in 2021,,20200829,8427
845,AlmaBetter | Pay Nothing Until You're Hired | Data Science Learn-Earn-Return Program,,20200828,33115
846,QUT Centre for Data Science,,20200827,312
847,Introduction to Customer Segmentation | 365 Data Science Online Course,,20200826,10896
848,Come Diventare DATA SCIENTIST partendo da Zero | La Storia di Francesco Bagattini,,20200825,32871
849,Intro to Graph Data Science,,20200824,2695
850,Начать карьеру в Data science в 30 лет? || Лучший возраст для старта,,20200823,15414
851,Women in Data Science Ep. 10,,20200813,366
852,Ep.23.|  7 Different Career Paths In Data Science | Data Science As A Career,,20200812,3600
853,Data Scientist Skills | Data Scientist Roles & Responsibilities | Edureka | Data Science Rewind - 3,,20200812,4704
854,Success Story of Saugata Paul : A career break from Infosys to Data Scientist at SPi Global,,20200808,284443
855,Data Science with Python | Python for Data Science | Intellipaat,,20200807,65596
856,¿Qué necesito ESTUDIAR para ser un DATA SCIENTIST? Plan de carrera,,20200804,4623
857,Advancing Healthcare with Data Science,,20200803,1822
858,Data Science  กับโควิด Suthichai live 3/8/63,,20200802,22184
859,Python Data Science Bangla Tutorial 👉 4: Jupyter Notebook Tutorial (Part 3),,20200802,244
860,Ep.21 Hiring Process Of Data Scientists At VMware | Data Science as a Career,,20200730,901
861,Python for Data Science and AI Coursera all  week answers. #coursera,,20200730,12283
862,Карьера в DATA SCIENCE: TOP-50 Вопросов на собеседовании // PART 1,,20200728,24156
863,Live- Data Science Virtual Interview By Krish And Sudhanshu-Part 1,,20200724,47059
864,Qué es PYTHON 🐍 para DATA SCIENCE 💻# 01 [Curso Python Data Science Español],,20200724,19184
865,FREELANCE jobs in DATA SCIENCE | UPWORK,,20200723,3702
866,Introduction to Machine Learning | 365 Data Science Online Course,,20200722,12190
867,How to choose between software engineering and data science | 5 Key Considerations,,20200721,63463
868,Reviewing Your Data Science Resumes - Episode 12 (3 Different Resumes!),,20200720,13754
869,MS In Data Science | Salary | Jobs | Course | University Shortlisting Everything Explained,,20200719,66884
870,CodeSignal Interview for Data Science,,20200717,2410
871,Beginner Kaggle Data Science Project Walk-Through (Titanic),,20200717,96498
872,3 diferencias entre 💻 R vs Python 🐍 para DATA SCIENCE,,20200717,15133
873,"How to become Data Scientist? Sexiest Job / Salary? Ft. Ex-Google, Facebook, Microsoft Engineer",,20200715,72062
874,FREE Data Science Online Courses with FREE certificate,,20200715,261422
875,Acing the Python Data Science Interview Questions,,20200712,17850
876,The Best Computer for Data Science Beginners,,20200710,19335
877,Data Science Interview Questions Part 1,,20200710,1479
878,"Acing the Product Data Science Interview (for Facebook, Google, and Amazon Interviews)",,20200707,7188
879,Coursera IBM Data Science Professional #FREE Certificate Quiz Answers | Part 3 | #TechTalkWithATS,,20200706,491
880,Data Science for Banking and Financial Industry | Data Science Careers in 2020 | Edureka,,20200703,14923
881,Data Science Bits Intro,,20200703,708
882,Where to Start Learning Data Science,,20200703,14333
883,How to Create a Virtual Environment for Data Science Projects,,20200703,187
884,What is data science in Hindi? Data Science क्या है ? | The Learning Setu,,20200628,11075
885,Is a Masters Degree in Data Science Worth It?,,20200627,12658
886,Mathematics for Machine Learning | Mathematics for Data Science | Intellipaat,,20200626,16916
887,Berapa Gaji Data Scientist? | #DataScienceInsight,,20200623,13387
888,Artificial Intelligence (AI) vs Machine Learning vs Deep Learning vs Data Science,,20200622,25346
889,Data Science Life Cycle | Life Cycle Of A Data Science Project | Data Science Tutorial | Simplilearn,,20200622,8527
890,"INSOFE Data Science Courses Review, Placement, & More!",,20200619,105
891,Josh Angrist: What's the Difference Between Econometrics and Data Science?,,20200616,17830
892,How to Ace the Data Science Take-Home Challenge!,,20200615,2862
893,Graph Data Science with Neo4j Graph Algorithms - Will Lyon,,20200612,4370
894,Is Becoming a Data Scientist Hard?,,20200611,18467
895,Data Science Elite Team - AI in practice,,20200611,161
896,Data Scientist vs Data Analyst | Which Is Right For You?,,20200610,238147
897,Episode 10 | Which Data Science Course Should You Go For | Data Science As A Career,,20200610,14124
898,Top 10 Data Analytics Tools 2020 | Best Tools for Data Analysis | Data Analytics Training | Edureka,,20200609,19240
899,Data Scientist Salary in India | upGrad,,20200608,24609
900,How to Build Your First Data Science Web App in Python - Streamlit Tutorial #1,,20200606,135309
901,Как стать data scientist || План обучения на 6 месяцев (бесплатные курсы на русском),,20200606,63166
902,The Amazon Data Science Interview,,20200605,13642
903,How to Learn Data Science in 2020 | Step By Step Action Plan for Learning Data Science | Edureka,,20200605,37306
904,Learn Data Science for Free with Kaggle Micro-Courses,,20200604,7736
905,"Python for Data Science - Course for Beginners (Learn Python, Pandas, NumPy, Matplotlib)",,20200602,814392
906,A Day in the Life of a London Data Scientist (working remotely during coronavirus),,20200602,208346
907,Réaliser un projet Data Science de A à Z -Partie 1: Les étapes d'un projet Data Science -,,20200601,9252
908,Data science ABC: Lecture 01 - Data science là gì,,20200530,1634
909,Data Science for Business . Lecture 6. Customer segmentation. Clustering.,,20200530,5760
910,How To Contribute To Open Source Data Science Projects And Libraries,,20200529,7301
911,Data Science Vs Data Mining,,20200528,7856
912,Is Masters In Data Analytics or Data Science Really for you? Watch This Before Deciding! Ft. Harshad,,20200523,18505
913,Different Data Science Roles Explained (by a Data Scientist),,20200522,40596
914,Episode 6 - 9 Skills A Data Scientist Must Have,,20200521,5721
915,Data Science en el mundo real: el camino del Data Scientist,,20200521,3724
916,Data Science Virtual Internship - Part 1 (KPMG Data Analytics Consulting),,20200512,22242
917,Data Science in Telugu -- introduction - In Easy Way Session 01,,20200511,27068
918,What is Data Science | Introduction to Data Science in 2 Minutes | Data Science Training | Edureka,,20200509,17310
919,How I Would Learn Data Science (If I Had to Start Over),,20200508,941621
920,Skills Needed to Become a Data Scientist,,20200507,56911
921,Python Live - 1| Time Series Analysis in Python | Data Science with Python Training | Edureka,,20200506,12342
922,Codecademy Review [2020] | from a Data Scientist,,20200505,43097
923,Conversation with Amazon Data Scientist: Debjyoti Paul,,20200503,27082
924,DATA SCIENCE ET DÉMARCHE DE TRAVAIL (26/30),,20200502,22301
925,Are Certification Necessary For Data Science?,,20200501,23551
926,Data Science Vs Data Analytics | Which One Should You Choose | Great Learning,,20200429,30342
927,เรียน Data Science ด้วยตัวเอง - Part I,,20200428,15589
928,M Sc Data Science,,20200428,154982
929,Data Analytics Trends and The Future || Mr. Raju Venkat || ITC 2020,,20200428,6222
930,Data Science | ماهو علم البيانات؟ وماهي أهميته؟,,20200427,16279
931,Os 5 Tipos de Projetos OBRIGATÓRIOS para o Portfólio de Data Science!,,20200427,30315
932,يعني إيه علم البيانات Data Science | #إسأل_مصطفى,,20200426,29340
933,"Unveiling Gantavy | Book on Analytics, Data Science & Robotics by Jitesh Nair | Promo video",,20200426,362
934,Data Analytics For Beginners | Introduction To Data Analytics | Data Analytics Using R | Simplilearn,,20200424,31764
935,"La méthode simplifiée que je recommande pour apprendre la ""Data Science""",,20200423,5047
936,Профессия Data Scientist: кто это? | GeekBrains,,20200422,1629454
937,Master Data Science y Business Analytics: mejora tu empleabilidad,,20200420,385940
938,อาชีพในสาย Data Science มีอะไรบ้าง? เราควรเลือกงานไหนดี | Data ชิลชิล,,20200419,4639
939,University of Mannheim Campus Tour by Nikhilesh Dhure  (Masters in Data Science),,20200419,23649
940,PUBG Data Science Tutorial - Part 1 | PUBG Data Analysis | Data Science Training | Edureka,,20200417,29312
941,BCG Gamma: data science and advanced analytics unit,,20200416,4670
942,What is Data Science? | Data Science in 5 Minutes | Intellipaat,,20200416,17100
943,"Data Analysis with Python - Full Course for Beginners (Numpy, Pandas, Matplotlib, Seaborn)",,20200415,756345
944,How to Build A Data Science Portfolio That Can Get You Jobs?,,20200412,25839
945,Data Science for Business. Lecture 1. Introduction to Data Science.,,20200410,5498
946,Will Data Science Die in 5 Years??,,20200410,13692
947,Summer Internship 2020 Devops & Data science,,20200410,707
948,How to Transition Into Data Science: From Economics to Data Science,,20200409,21941
949,R vs Python for Data Science,,20200331,30853
950,Top 10 Data Analysis Tools | Top Data Analytics tools | Data Analytics | Simplilearn,,20200331,34628
951,Data Analyst Vs. Data Scientist Vs. Machine Learning Engineer | Ep #32,,20200331,19947
952,Data Science Course | Data Science Tutorial | Intellipaat,,20200327,356154
953,Comment devenir data scientist ?,,20200327,6668
954,How to become a football data scientist.,,20200326,21882
955,How IBM Does Data Science Consulting,,20200326,17153
956,Interview Questions On Statistics - Data Science Interviews,,20200325,12401
957,"Junior Data Scientist to Head, Data Science- What's career progression like? | Ep #31",,20200324,2798
958,"Data Science for Construction, Architecture and Engineering | NUS",,20200319,4921
959,Tableau Projects for Practice | Tableau Projects for Data Science | Tableau Training | Edureka,,20200319,47283
960,Data Science vs Computer Science Degree for Data Science Career,,20200318,51786
961,Python For Data Science Full Course - 9 Hours | Data Science With Python | Python Training | Edureka,,20200315,155938
962,Amazon Data Science Interview- Part 1 & Internship Opportunities,,20200312,26802
963,Data Science For All / Colombia: Grand Finale in Cartagena,,20200311,1687
964,The Best Free Data Science Courses Nobody is Talking About,,20200309,237932
965,#10 - Bayer about a Data  Science Community that fuels Innovation [eng],,20200307,628
966,The Data Science Projects that Got Me a Job,,20200306,24731
967,Data Science in Automotive Industry - Andrej Svitek [PyData Prague #5 2019],,20200305,3904
968,How To Explain Projects in Data Science Interview,,20200303,2661
969,Machine Learning & Data Science Project - 1 : Introduction (Real Estate Price Prediction Project),,20191231,94315
970,Step By Step Understanding Of Implementing Data Science Project,,20191220,33715
971,Statistics for Data Science | Probability and Statistics | Statistics Tutorial | Ph.D. (Stanford),,20191219,736978
972,Data Scientists vs Data Engineers: Which one is for you?,,20191219,183723
973,Data Science vs Data Analysis,,20191217,7790
974,3 Reasons You Should NOT Become a Data Scientist,,20191216,81521
975,"Lec 1, Introduction to Data Analytics",,20191215,120137
976,Data Science,,20191213,3666
977,Big Data In 5 Minutes | What Is Big Data?| Introduction To Big Data |Big Data Explained |Simplilearn,,20191210,463071
978,Data Scientist Insight #4 Mengenal Apa itu Data Science bersama Cornellius Yudha,,20191210,17712
979,What is Data Science? | Free Data Science Course | Data Science for Beginners | codebasics,,20191209,103061
980,Math Needed for Mastering Data Science,,20191209,38623
981,Building your Data Science Portfolio with GitHub (Data Science 101),,20191207,33977
982,Strategies for Learning Data Science in 2020 (Data Science 101),,20191204,28835
983,Data Science & Artificial Intelligence Career Advice by Real-Life Data Scientists,,20191204,329941
984,Tutorial 24-Z Score Statistics Data Science,,20191203,50588
985,Les entretiens de recrutement de Data Scientist.,,20191201,15382
986,Meet The 12-Year-Old Who Is Working As A Data Scientist In Hyderabad,,20191130,487439
987,How Much Statistics Do You REALLY Need for Data Science?,,20191129,17981
988,"Tutorial 22-Univariate, Bivariate and Multivariate Analysis- Part1 (EDA)-Data Science",,20191127,104247
989,How to Get an Entry-Level Data Scientist Job?,,20200212,113345
990,Avoid These Data Science Resume Mistakes!,,20200210,17763
991,How to become freelance Data Scientist? | Ep #25,,20200207,14751
992,Week 2 Assignment solution of Python for Data Science NPTEL #nptel #data_science #solution,,20200203,1975
993,Data Science Tutorial | Data Science for Beginners | Python for Data Science | 11 Hours Full Course,,20200203,629984
994,Data Analyst vs Data Engineer vs Data Scientist,,20200201,41851
995,Data Scientists Myths VS Reality Explained by Walmart Labs Data Scientist,,20200131,17227
996,Интенсив от Skillbox: знакомимся с Data Science и разбираемся в основах моделей машинного обучения,,20200130,19466
997,1  Data Science & Python with Numpy,,20200129,22377
998,AI and Data Science in Aviation Industry: 5 Real-life Use Cases,,20200129,17763
999,How To Become A Data Scientist In India,,20200129,153541
1000,Step By Step Action Plan For Learning Data Science in 2020,,20200126,215842
1001,Salary Of Data Scientist In India And US In 2020,,20200125,123580
1002,5 Ways Data Science Changed Finance,,20200122,19792
1003,Learn data science for beginners (How to learn data science for free)?,,20200120,162904
1004,Algeria 2.0 : La Data Science dans la Recherche Scientifique en Algérie,,20200118,2207
1005,PHÂN TÍCH DỮ LIỆU DATA ANALYST DATA SCIENCE HỌC NHƯ THẾ NÀO?,,20200117,22591
1006,Data Science Certificate vs Bootcamp vs Masters Degree,,20200117,72951
1007,TIBCO Data Science - Team Studio Overview,,20200117,8757
1008,"Is Data Science Really a Rising Career? ($100,000+ Salary)",,20200115,74209
1009,Python for Data Science | Data Science with Python | Python for Data Analysis | 11 Hours Full Course,,20200114,382781
1010,Solving real world data science tasks with Python Pandas!,,20200113,504430
1011,Best Free Books For Learning Data Science in 2020,,20200103,32535
1012,Machine Learning & Data Science Project - 1 : Introduction (Real Estate Price Prediction Project),,20191231,94315
1013,Data Science vs Data Analytics |  Difference between Data Science and Data Analytics | Intellipaat,,20191222,21901
1014,Step By Step Understanding Of Implementing Data Science Project,,20191220,33715
1015,Statistics for Data Science | Probability and Statistics | Statistics Tutorial | Ph.D. (Stanford),,20191219,736978
1016,Data Scientists vs Data Engineers: Which one is for you?,,20191219,183723
1017,3 Reasons You Should NOT Become a Data Scientist,,20191216,81521
1018,How to become a data scientist for free? | Step by step approach to become data scientist,,20191215,32130
1019,Data Science,,20191213,3666
1020,Big Data In 5 Minutes | What Is Big Data?| Introduction To Big Data |Big Data Explained |Simplilearn,,20191210,463071
1021,Data Scientist Insight #4 Mengenal Apa itu Data Science bersama Cornellius Yudha,,20191210,17712
1022,How to master Data Science in 30 days? | Ep #7 | Learn Data Science in a Month,,20191209,6762
1023,Math Needed for Mastering Data Science,,20191209,38623
1024,Building your Data Science Portfolio with GitHub (Data Science 101),,20191207,33977
1025,Begin your career in Data Science | Learning Path | Board Infinity,,20191207,643128
1026,Strategies for Learning Data Science in 2020 (Data Science 101),,20191204,28835
1027,Data Science & Artificial Intelligence Career Advice by Real-Life Data Scientists,,20191204,329941
1028,Tutorial 24-Z Score Statistics Data Science,,20191203,50588
1029,Les entretiens de recrutement de Data Scientist.,,20191201,15382
1030,Meet The 12-Year-Old Who Is Working As A Data Scientist In Hyderabad,,20191130,487439
1031,How Can A Non Technical Person Become Data Scientist,,20191127,67464
1032,AI VS ML VS DL VS Data Science,,20191126,1003895
1033,Steps to Become a Data Scientist | Careers In Shorts | upGrad,,20191125,17880
1034,Data Science Course - Learn Data Science in 13 hours - Full Course for Beginners - Intellipaat,,20191122,256854
1035,A Day in The Life of a Data Scientist 👨🏻‍💻| upGrad,,20191122,1975615
1036,Best Programming Practices For Data Science,,20191122,15554
1037,What is Spatial Data Science?,,20191122,8776
1038,What are the Prerequisites To Learn Data Science,,20191121,27366
1039,Skills Required To Become A Data Scientist | Careers In Shorts | upGrad,,20191120,22323
1040,Data Scientist Journey (in Hindi)| Why I choose Data Analytics as my career|Sangwans Studio,,20191119,396084
1041,9 Ways You Can Make Extra Income as a Data Scientist,,20191118,31788
1042,HOW TO BECOME DATA SCIENTIST IN 2020- in Hindi| SALARY OF DATA SCIENTIST| Sangwans Studio|,,20191116,711047
1043,004. Карьера в Data Science - Рома Халкечев,,20191112,13808
1044,Highest Paid Jobs of Future | Data Scientist Complete Detail Hindi | Courses | Salary | Degree's,,20191107,313704
1045,Science gk | Science quiz | Environmental science quiz | Data science quiz,,20191106,832462
1046,Should accountants learn data analytics?,,20191105,25605
1047,Data Scientist Salary | How to get a Data Scientist job,,20191104,325470
1048,UBC Master of Data Science Vancouver Alumna - Ha,,20191101,5890
1049,What is Azure Machine Learning service and how data scientists use it,,20191028,27574
1050,Precisa de FACULDADE pra trabalhar com DATA SCIENCE? | Bit de Prosa #9 (Especial Alura),,20191028,13851
1051,Ep.3 : A Career in Data Science (in Darija),,20191026,3085
1052,How to Become a Data Scientist in 2020 | Pathway to Data Scientist | Lecteron,,20191025,2676
1053,Future Scope Of Data Science,,20191024,21610
1054,Best Laptop for Data Science,,20191021,63751
1055,Como ingressar no MERCADO de DATA SCIENCE | Bit de Prosa #8 (Especial Alura),,20191021,25986
1056,Data Science – Baba Brinkman Music Video,,20191021,54442
1057,What is Data Science in Simple Words? | How to Become a Data Scientist in 2020 | Lecteron,,20191020,882
1058,Data Science பற்றி ஒரு எளிய விளக்கம்,,20191019,41007
1059,What is Data Science?  | Great Learning,,20191018,41605
1060,Class - 1 Data Science Training | What Is Data Science? Introduction To Data Science | Edureka,,20191014,15674
1061,How To Apply And Get Internship For Data Science Opportunities,,20191011,37658
